License No.,Business Name,DBA,License Type,City,County,Expiration
DAAA-92QF-D0A9,4FRONT VENTURES LLC,4FRONT VENTURES LLC,Dispensary,NOBLE,Cleveland,1/4/2024
DAAA-Q6CQ-MLHU,Munchies Flower co,Munchies Flower co,Dispensary,Oklahoma City,Oklahoma,1/4/2024
GAAA-E17C-L41B,VETERANS ENERGIZING AMERICA LLC,VETERANS ENERGIZING AMERICA LLC,Grower,Checotah,McIntosh,1/4/2024
DAAA-EAFG-AK8I,"Archipelago Operations, LLC","Archipelago Operations, LLC",Dispensary,COYLE,Logan,1/4/2024
GAAA-I2JW-UQXK,Ton Grow LLC,Ton Grow LLC,Grower,TONKAWA,Kay,1/4/2024
GAAA-GBRR-U1SK,ASHGRO LLC,ASHGRO LLC,Grower,Guthrie,Logan,1/4/2024
DAAA-NRQO-YD7R,BUDS & ROSES DISPENSARY LLC,BUDS & ROSES DISPENSARY LLC,Dispensary,Okmulgee,Okmulgee,1/4/2024
PAAA-8OQE-BK5O,"Spun Gold Extracts, LLC","Spun Gold Extracts, LLC",Processor,Seminole,Pottawatomie,1/4/2024
DAAA-JYEN-P4PJ,Dome Candy LLC,Dome Candy LLC,Dispensary,Davis,Murray,1/4/2024
GAAA-NXH3-L4H6,HELINA FARM INC,HELINA FARM,Grower,ARDMORE,Carter,1/4/2024
PAAA-S9VC-EI5N,Bubble Manufacturing LLC,Bubble Manufacturing LLC,Processor,Davis,Murray,1/5/2024
PAAA-3K16-WF7A,Faded Flamingo LLC,Faded Flamingo LLC,Processor,PRYOR,Mayes,1/5/2024
PAAA-UPXQ-F85B,Flavor Chasers Goods LLC,Flavor Chasers Goods LLC,Processor,Tulsa,Tulsa,1/5/2024
DAAA-JMVW-MG9X,"Prairie Creek Cannabis, LLC","Prairie Creek Cannabis, LLC",Dispensary,Noble,Cleveland,1/5/2024
GAAA-C2AC-W14X,"CXQing Weng Green, LLC","CXQing Weng Green, LLC",Grower,Roff,Garvin,1/5/2024
DAAA-98DW-WDHN,Chatley & Son LLC,Wilburton East End Dispensary,Dispensary,WILBURTON,Latimer,1/5/2024
GAAA-Y112-WHGH,Spartan Fire LLC,Spartan Fire,Grower,copan,Washington,1/5/2024
DAAA-3VRV-1C03,Willies Weed Shop LLC,Willies Weed Shop LLC,Dispensary,Stigler,Haskell,1/5/2024
DAAA-DEEW-SJVX,Taste of Tulsa llc,Taste of Tulsa llc,Dispensary,Tulsa,Tulsa,1/5/2024
PAAA-OOPC-0IQB,"NAWWAL3, LLC","NAWWAL3, LLC",Processor,Drumright,Payne,1/5/2024
GAAA-RN8E-YXMP,Emerald Triangle LLC,Emerald Triangle LLC,Grower,LOCUST GROVE,Mayes,1/5/2024
GAAA-70QB-LP2K,Lychee Bay LLC,Lychee Bay,Grower,LONE WOLF,Kiowa,1/5/2024
GAAA-SVER-BPJC,"Cheri's Berries, LLC","Cheri's Berries, LLC",Grower,Meridian,Logan,1/5/2024
DAAA-HFLY-MJJK,"SMITH AND H DISPENSARY, INC","SMITH AND H DISPENSARY, INC",Dispensary,OKTAHA,Muskogee,1/5/2024
PAAA-ZUK9-0AZ5,Yumeez LLC,Yumeez LLC,Processor,Oklahoma City,Oklahoma,1/5/2024
GAAA-E672-VGNX,FRAGRANCE GARDEN LLC,FRAGRANCE GARDEN,Grower,STROUD,Lincoln,1/5/2024
PAAA-DY5B-YAFN,"TS Processor, LLC","TS Processor, LLC",Processor,Wellston,Lincoln,1/5/2024
GAAA-QDFG-TFEW,"JR93 Farm Investments, LLC","JR93 Farm Investments, LLC",Grower,Wellston,Lincoln,1/5/2024
PAAA-6XYN-9OIY,Xleaf Extracts LLC,Xleaf Extracts LLC,Processor,Durant,Bryan,1/5/2024
DAAA-U9FB-9OX2,Iron Wellness Group llc,Pot Ex,Dispensary,Langley,Mayes,1/5/2024
DAAA-6637-H24E,Wholesale Cannabis Company 2,Wholesale Cannabis Company 2,Dispensary,okmulgee,Okmulgee,1/5/2024
GAAA-76HN-D8R9,CRESENT L LLC,CRESENT L LLC,Grower,ELK CITY,Beckham,1/5/2024
PAAA-VHSM-LZD8,"The Firm Distribution, LLC","The Firm Distribution, LLC",Processor,Edmond,Logan,1/5/2024
DAAA-0N43-SLG6,Matthew McClelland,Red Barn Medical Dispensary,Dispensary,Muskogee,Muskogee,1/5/2024
PAAA-LB44-1P3Q,Rachel Petersen DBA Petersen's Consulting,C4 - Creative Cannabis Concentrate Consultants,Processor,McAlester,Pittsburg,1/5/2024
DAAA-FSFF-5Y3R,Selfless Devotion LLC,Selfless Devotion LLC,Dispensary,Wynnewood,Garvin,1/5/2024
GAAA-YMZA-Q9AI,THAO GARDEN LLC,THAO GARDEN LLC,Grower,Welling,Cherokee,1/5/2024
DAAA-QP29-18K1,Elevation Community LLC,Sparrow Jane Dispensaries,Dispensary,Oklahoma City,Oklahoma,1/5/2024
DAAA-E5MD-RVOV,TL TRAC LLC,TRAC,Dispensary,OAKWOOD,Dewey,1/5/2024
DAAA-RIPJ-KVKQ,"Native Harvest, LLC",Native Harvest LLC,Dispensary,NORMAN,Cleveland,1/5/2024
GAAA-P5LC-WOKC,Native Harvest Farm LLC,Native Harvest Farm LLC,Grower,Paoli,Garvin,1/5/2024
DAAA-MSWI-WLBQ,NUGZ LLC,NUGZ,Dispensary,Purcell,McClain,1/5/2024
DAAA-85WN-KDW6,"Native Harvest, LLC","Native Harvest, LLC",Dispensary,Enid,Garfield,1/5/2024
GAAA-X05R-YVVX,CANNA BUDDY LLC,CANNA BUDDY LLC,Grower,NOWATA,Nowata,1/5/2024
DAAA-0PV0-TP6N,"6530 NW 36TH, LLC","6530 NW 36TH, LLC",Dispensary,Edmond,Logan,1/5/2024
DAAA-Q6OD-VERO,"2120 NW 23RD, LLC","2120 NW 23RD, LLC",Dispensary,Edmond,Logan,1/5/2024
GAAA-DK31-8TPN,"Mary Land Farms, LLC","Mary Land Farms, LLC",Grower,Oklahoma City,Oklahoma,1/6/2024
GAAA-71O5-MQG2,Pot Brothers Farms LLC,Pot Brothers Farms LLC,Grower,Achille,Bryan,1/6/2024
GAAA-SPI0-E91W,Retro Fitted LLC,Retro Fitted LLC,Grower,Alex,Grady,1/6/2024
DAAA-SGCL-KC44,Pot Brothers Farms LLC,Pot Brothers Farms LLC,Dispensary,Colbert,Bryan,1/6/2024
PAAA-15TS-3GJ3,Clemons international LLC,Sunny Suns infused bakery,Processor,Oklahoma City,Oklahoma,1/6/2024
GAAA-JG2U-3Y1R,"L&G Medical Farm, LLC","L&G Medical Farm, LLC",Grower,Canadian,Pittsburg,1/6/2024
GAAA-BQOA-QIVT,Jupiter LLC,Jupiter LLC,Grower,crescent,Kingfisher,1/6/2024
DAAA-F5NR-QRKA,"BLUE BODARK, LLC",Falcanna,Dispensary,Guthrie,Logan,1/6/2024
DAAA-306M-C7HM,The greenhouse and supply co #2 llc,The greenhouse and supply co #2 llc,Dispensary,Apache,Caddo,1/6/2024
DAAA-Q5DN-1JC3,RAMBLIN MANAGEMENT LLC,KUSH GARDENS STORE 16,Dispensary,TRIBBEY,Pottawatomie,1/6/2024
DAAA-5N4S-00IY,"Lollipot Pharms, LLC","Lollipot Pharms, LLC",Dispensary,Wister,Le Flore,1/6/2024
PAAA-BJBB-8D3Q,Ezy's House of Concentrates,Ezy's House of Concentrates,Processor,Mannford,Creek,1/6/2024
TAAA-KUY2-L24Q,"Bronco Express, LLC","Bronco Express, LLC",Transporter,Mutual,Woodward,1/6/2024
PAAA-F0GS-FB76,Sweeten Hash LLC,Sweeten Hash LLC,Processor,Yale,Creek,1/6/2024
PAAA-HNEZ-84CQ,"Valiant Aquacan, LLC","Valiant Aquacan, LLC",Processor,Valliant,McCurtain,1/6/2024
PAAA-OZLA-TTRO,"Total Package, LLC","Total Package, LLC",Processor,EDMOND,Logan,1/6/2024
DAAA-A2BB-XQ5Y,Down South Management LLC,Bugsonus,Dispensary,Noble,Cleveland,1/6/2024
GAAA-5J9D-VL8X,"Valiant Aquacan, LLC","Valiant Aquacan, LLC",Grower,Valliant,McCurtain,1/6/2024
PAAA-NSRC-WZWK,OK Agri Products LLC,OK Agri Products,Processor,Blanchard,Grady,1/6/2024
DAAA-GCSI-G2G0,Naturally Rooted Farms Processing LLC,Naturally Rooted Farmacy,Dispensary,Haworth,McCurtain,1/6/2024
DAAA-TXGQ-0TQS,Lucky Monkey LLC,Lucky Monkey LLC,Dispensary,Prague,Lincoln,1/6/2024
PAAA-QW5D-RMQ5,BSMelton LLC,BSMelton LLC,Processor,Calumet,Canadian,1/6/2024
DAAA-FTH1-MLIM,"Leo Sun, LLC","Leo Sun, LLC",Dispensary,Shawnee,Pottawatomie,1/6/2024
GAAA-WYRS-8O3R,"IDK FARMS, LLC","IDK FARMS, LLC",Grower,ATOKA,Atoka,1/6/2024
PAAA-CAO8-PTRG,"Puff the Dragon Ventures, Inc.","Puff the Dragon Ventures, Inc.",Processor,Oklahoma City,Oklahoma,1/6/2024
GAAA-JPYP-T00N,"Leo Sun, LLC","Leo Sun, LLC",Grower,Shawnee,Pottawatomie,1/6/2024
DAAA-Q9AY-SUQ7,"Pistillate, LLC","Pistillate, LLC",Dispensary,Tecumseh,Pottawatomie,1/6/2024
PAAA-44BS-AWIY,"Main Street Meds Processing, LLC","Main Street Meds Processing, LLC",Processor,Tulsa,Tulsa,1/6/2024
PAAA-QH4X-Z01E,"MSTKC, LLC","MSTKC, LLC",Processor,Edmond,Logan,1/6/2024
PAAA-9FXB-HT13,"Blayes N Dino, LLC","Blayes N Dino, LLC",Processor,POCOLA,Le Flore,1/6/2024
GAAA-1C7K-543D,Papa's Terpenes,Papa's Terpenes,Grower,Edmond,Logan,1/6/2024
GAAA-Q1J9-OXPS,Thirty-Three Happy Cats LLC,Thirty-Three Happy Cats LLC,Grower,Ardmore,Carter,1/6/2024
DAAA-GID5-L58W,Spartan Fire LLC,Spartan Fire,Dispensary,copan,Washington,1/6/2024
PAAA-J5UC-9TDY,TSG Processing Llc,TSG Processing Llc,Processor,Beggs,Okmulgee,1/6/2024
PAAA-XVP9-TZWG,Spartan Fire LLC,Spartan Fire,Processor,copan,Washington,1/6/2024
PAAA-YPFU-JVJU,"Black Hat Processing, LLC","Black Hat Processing, LLC",Processor,Afton,Delaware,1/6/2024
GAAA-3WF8-0UWU,Herban Monkey Ltd. Co,Herban Monkey Ltd. Co,Grower,Choctaw,Oklahoma,1/6/2024
GAAA-9C2G-UNXR,Holland Pharms LLC,Holland Pharms LLC,Grower,Antlers,Pushmataha,1/6/2024
GAAA-JZ8R-I1Q6,"Growklahoma Product Placement, LLC","Growklahoma Product Placement, LLC",Grower,Shawnee,Pottawatomie,1/6/2024
GAAA-FN4R-SD22,"Delirium Grow, LLC","Delirium Grow, LLC",Grower,Big Cabin,Mayes,1/6/2024
GAAA-JE88-9TL1,Thomas Forbidden Fruit inc,Thomas Forbidden Fruit inc,Grower,Oklahoma City,Oklahoma,1/6/2024
DAAA-KNRH-YEM3,"Cosmic Nugget Dispensary, LLC","Cosmic Nugget Dispensary, LLC",Dispensary,Prague,Lincoln,1/6/2024
DAAA-I175-H149,Christopher Donohue,The Fire Nation Dispensary,Dispensary,Caddo,Bryan,1/9/2024
GAAA-71N8-JW72,David Othel Newton,High Priority,Grower,Skiatook,Osage,1/9/2024
PAAA-U7A9-26RB,Melanie Gonzalez,hoof prints extracts,Processor,hobart,Kiowa,1/9/2024
GAAA-R24A-3IL2,JACOB PRICE,JACOB PRICE,Grower,kingston,Marshall,1/9/2024
PAAA-RX62-09K3,"Rough Riders Cannabis, llc","Rough Riders Cannabis, llc",Processor,Leedey,Dewey,1/9/2024
DAAA-8UEE-MVY5,Die-Hard Cannabis Company LLC,Die-Hard Cannabis Company LLC,Dispensary,Nicoma Park,Oklahoma,1/9/2024
PAAA-8A7D-ZGS7,Sticky Forest OKC Inc,Sticky Forest OKC Inc,Processor,Coyle,Logan,1/9/2024
PAAA-MQLA-Q7LF,Die-Hard Processing Company LLC,Die-Hard Processing Company LLC,Processor,Nicoma Park,Oklahoma,1/9/2024
DAAA-XUB3-78K6,Andrea Hill,Hobart Flowers,Dispensary,Hobart,Kiowa,1/9/2024
GAAA-YFSY-TN7Q,Christopher Jimenez,Must Stash Oklahoma Company,Grower,Perry,Noble,1/9/2024
GAAA-BH36-8YYH,"Legal Leaf Organics Cultivation, LLC","Legal Leaf Organics Cultivation, LLC",Grower,Rufe,McCurtain,1/9/2024
GAAA-ZH0N-0VNW,Silva Cannabis LLC,Silva Cannabis LLC,Grower,Sallisaw,Sequoyah,1/9/2024
DAAA-IZ3E-XPA5,Sticky Forest OKC Inc,Sticky Forest OKC Inc,Dispensary,COYLE,Logan,1/9/2024
PAAA-7VFG-NDTJ,OKLACANNA LLC,OKLACANNA LLC,Processor,Guthrie,Logan,1/9/2024
GAAA-P0U3-44Q7,Sticky Forest OKC Inc,Sticky Forest OKC Inc,Grower,Coyle,Logan,1/9/2024
GAAA-R89D-9FN3,"Humble Harvest, LLC","Humble Harvest, LLC",Grower,Bixby,Tulsa,1/9/2024
GAAA-IMFY-MDZO,"CH & TZ ENTERPRISE, LLC","CH & TZ ENTERPRISE, LLC",Grower,Marble City,Sequoyah,1/9/2024
GAAA-Y32J-Q3O6,"3D Collective, LLC",3D Collective,Grower,Seminole,Seminole,1/9/2024
GAAA-0OWV-24Q2,Ratliff Medical Grow LLC,Ratliff Medical Grow LLC,Grower,Marlow,Stephens,1/9/2024
DAAA-E054-LAMV,"Maggie's Farm, LLC","Maggie's Farm, LLC",Dispensary,Keota,Le Flore,1/9/2024
GAAA-W1JN-9Z5A,"MSTKC, LLC","MSTKC, LLC",Grower,Edmond,Logan,1/9/2024
TAAA-33VK-AJLP,Faded Flamingo LLC,Faded Flamingo LLC,Transporter,Pryor,Mayes,1/9/2024
PAAA-9U54-CU9L,VETERANS ENERGIZING AMERICA LLC,VETERANS ENERGIZING AMERICA LLC,Processor,Checotah,McIntosh,1/9/2024
DAAA-THZU-J0YY,SROK LLC,Superkind Cannabis,Dispensary,Oklahoma City,Oklahoma,1/9/2024
TAAA-L6OG-J6OB,Pollen Nation Transports LLC,Pollen Nation Transports LLC,Transporter,hartshorne,Pittsburg,1/9/2024
DAAA-GMVN-W2NJ,"Southern Oklahoma Bud Productions, LLC",Legendary Mary,Dispensary,Ardmore,Carter,1/9/2024
GAAA-SFG5-FTYB,Johnny's West Land,Johnny's West Land,Grower,Afton,Delaware,1/9/2024
GAAA-XFWV-HHAZ,Weed Tender LLC,Weed Tender LLC,Grower,Chandler,Lincoln,1/9/2024
PAAA-PC93-X7P7,"Corner Booth, LLC",Chill Dispensary,Processor,Oklahoma City,Oklahoma,1/9/2024
PAAA-C8YJ-YP33,"Killian Unleashed, LLC","KILLIAN UNLEASHED, LLC",Processor,Guthrie,Logan,1/9/2024
GAAA-97PC-SJGT,"Kiefer Madness, LLC","Kiefer Madness, LLC",Grower,Kiefer,Creek,1/9/2024
DAAA-M3E5-9GOJ,Mr. Green Riverwind LLC,Great Life Canna Co,Dispensary,Norman,Cleveland,1/9/2024
DAAA-AKXS-3E57,"NEXLEAF DISPENSARY, LLC","NEXLEAF DISPENSARY, LLC",Dispensary,OKLAHOMA CITY,Oklahoma,1/9/2024
DAAA-6WHB-5LQJ,Green Champ LLC,Green Champ LLC,Dispensary,Oklahoma City,Oklahoma,1/9/2024
DAAA-NIOI-NMQ1,YOUR DAD'S HOUSE INC.,YOUR DAD'S HOUSE INC.,Dispensary,ARDMORE,Carter,1/9/2024
GAAA-VU4Z-GNZ6,Wanshun LLC,Wanshun LLC,Grower,BOYNTON,Muskogee,1/9/2024
GAAA-RHIC-ZS01,"Urban Family Farming, LLC","Urban Family Farming, LLC",Grower,Boynton,Muskogee,1/9/2024
GAAA-48AL-8B1U,A C Cannabis Company LLC,A C Cannabis Company LLC,Grower,Ponca City,Kay,1/9/2024
GAAA-4P87-53XN,T-Rod Farms LLC,T-Rod Farms,Grower,Watts,Adair,1/9/2024
DAAA-LV46-CVFV,Monroco Inc,Bud Brothers 101,Dispensary,Altus,Jackson,1/9/2024
PAAA-TZ2G-EZ0E,Tiger Mountain Growers LLC,Tiger Mountain Growers LLC,Processor,Checotah,McIntosh,1/9/2024
PAAA-WO6C-0FYK,DRIP PROCESSING LLC,DRIP PROCESSING LLC,Processor,Woodward,Woodward,1/9/2024
DAAA-TPE6-SE1M,"OKAF, Inc",Apothecary Extracts,Dispensary,Beggs,Okmulgee,1/9/2024
PAAA-OQPN-80B2,"Natures Roots OK, Inc.",Death Roll Extracts,Processor,Coweta,Wagoner,1/9/2024
PAAA-G9BB-COUE,buildabrick llc,Candee,Processor,TULSA,Tulsa,1/9/2024
DAAA-VO7K-74H3,Tiger Mountain Growers LLC,The Wabi Sabi Grass Shack,Dispensary,Checotah,McIntosh,1/9/2024
DAAA-6R8S-0LPJ,PLANT IT EUPHORIA LLP,PLANT IT EUPHORIA LLP,Dispensary,LAWTON,Comanche,1/9/2024
GAAA-0DVE-HB3G,"LEAFY GARDEN, LLC",LEAFY GARDEN,Grower,Terlton,Pawnee,1/9/2024
DAAA-XRRF-VNA5,Jenitex LLC,Jenitex LLC,Dispensary,Grant,Choctaw,1/9/2024
GAAA-2Z01-5QBQ,Strain Solutions LLC,Strain Solutions LLC,Grower,Davis,Murray,1/9/2024
DAAA-6XYD-LPEO,Green Grasshopper LLC,Green Grasshopper LLC,Dispensary,BROKEN BOW,McCurtain,1/9/2024
DAAA-YBZG-Y4T2,Ace Distro LLC,Ace Distro LLC,Dispensary,carmen,Alfalfa,1/9/2024
PAAA-MYMK-59EZ,"Rooted Right Farms, LLC",Trinity Labs,Processor,Ardmore,Carter,1/9/2024
DAAA-6TZZ-NHWD,"5310 N Rockwell, LLC","5310 N Rockwell, LLC",Dispensary,Edmond,Logan,1/9/2024
GAAA-CBLF-C3OZ,Covington Pharms LLC,Covington Pharms LLC,Grower,Hugo,Choctaw,1/9/2024
GAAA-M310-5LXE,SUSTAINABLE PROPERTIES LLC,SUSTAINABLE PROPERTIES LLC,Grower,HEAVENER,Le Flore,1/9/2024
GAAA-DT51-YS11,"7 Hickory Grove, LLC",7 Hickory Grove,Grower,Grove,Delaware,1/9/2024
PAAA-HKCU-73CM,"Sauce Boys, LLC",Sauce Boys,Processor,Bristow,Creek,1/9/2024
GAAA-ODB7-55J7,SOLESTA CROWN TRES LLC,SOLESTA CROWN TRES LLC,Grower,DUNCAN,Stephens,1/9/2024
GAAA-I4A7-XSO3,"Crystal Farm, LLC","Crystal Farm, LLC",Grower,Keota,Haskell,1/9/2024
DAAA-SSPH-EB1M,Space High Dispensary No2 LLC,Space High Dispensary No2 LLC,Dispensary,Oklahoma City,Oklahoma,1/9/2024
PAAA-ZDNN-OK89,Landing Pad Labs LLC.,Landing Pad Labs,Processor,Oklahoma City,Oklahoma,1/9/2024
DAAA-9GKC-CP1U,Big Jerry's Buds Co.,Big Jerry's Buds,Dispensary,Turpin,Beaver,1/10/2024
PAAA-1CJN-Y817,"Paper Planes, LLC",Refined Flower,Processor,Eucha,Delaware,1/10/2024
GAAA-FTC0-N12E,Heady Farms LLC,Heady Farms LLC,Grower,Mannford,Creek,1/10/2024
PAAA-UJUE-DHAG,VP WELLNESS LLC,VP Wellness,Processor,okemah,Okfuskee,1/10/2024
PAAA-LSB6-X9UC,Corsair Scientific LLC,Corsair Extracts,Processor,Altus,Jackson,1/10/2024
GAAA-28PG-V6OL,"OKLAHOMA GROWN ORGANICS, LLC","OKLAHOMA GROWN ORGANICS, LLC",Grower,Tribbey,Pottawatomie,1/10/2024
PAAA-3DPO-O81P,"4 of a Kinde, LLC","4 of a Kinde, LLC",Processor,Watts,Adair,1/10/2024
PAAA-X9HR-7K8P,EXOTIC PROCESSING LLC,EXOTIC PROCESSING LLC,Processor,CATOOSA,Wagoner,1/10/2024
PAAA-U3R2-CO47,Big Creek Enterprises LLC,Big Creek Processing,Processor,Edmond,Logan,1/10/2024
DAAA-I6IU-ETW9,"Thackerville 2021, LLC",Thackerville Dispo,Dispensary,Thackerville,Love,1/10/2024
DAAA-N7HP-C56Y,Blue Sky Buds LLC,Brixx,Dispensary,Stillwater,Payne,1/10/2024
DAAA-W2OG-MBX1,Hey Beautiful Buds LLC,Hey Beautiful Buds Dispensary,Dispensary,Del City,Oklahoma,1/10/2024
GAAA-1X3W-V947,Oil Creek Farms LLC,Oil Creek Farms LLC,Grower,Sulphur,Murray,1/10/2024
DAAA-KQ6L-A0WE,"SG OutLit 2, LLC",SoonerGlue OutLit - Enid,Dispensary,Edmond,Logan,1/10/2024
PAAA-C7OG-UNDM,"1Trap Co-Pack, LLC",Boofless Bottling & Co-Packing,Processor,Butler,Custer,1/10/2024
PAAA-QIMP-HFXT,Synergy Productions LLC,Synergy Productions LLC,Processor,Ketchum,Craig,1/10/2024
DAAA-7OZK-S8XU,Brandi Jo Enterprises Inc,Fly High Brandi Barry,Dispensary,Watonga,Blaine,1/10/2024
DAAA-PTU0-NROQ,"Lineage Farms, LLC",Lineage Farms,Dispensary,Okemah,Okfuskee,1/10/2024
GAAA-3ES6-YKFR,Black Ridge Farms LLC,Black Ridge Farms LLC,Grower,Cartwright,Bryan,1/10/2024
GAAA-ZEYK-LZXI,GALAXY FAUSTINE LLC,GALAXY FAUSTINE LLC,Grower,STRATFORD,Pontotoc,1/10/2024
DAAA-J2GM-N7AL,VETERANS ENERGIZING AMERICA LLC,VETERANS ENERGIZING AMERICA LLC,Dispensary,Checotah,McIntosh,1/10/2024
PAAA-V0VQ-UARZ,HIT OF HUMBOLDT LLC,HIT OF HUMBOLDT LLC,Processor,Jennings,Pawnee,1/10/2024
GAAA-84NT-4XXO,Odyssey Gardenz LLC,Odyssey Gardenz LLC,Grower,Macomb,Pottawatomie,1/10/2024
DAAA-W7KE-CKYG,Fat Sacks Drive Thru LLC,Fat Sacks Drive Thru LLC,Dispensary,Newcastle,Cleveland,1/10/2024
PAAA-6JWD-E5SW,"GreenTown Farms, LLC","GreenTown Farms, LLC",Processor,Tulsa,Tulsa,1/10/2024
PAAA-6UYO-7SZJ,"1st Street Productions, LLC","1st Street Productions, LLC",Processor,Oklahoma City,Oklahoma,1/10/2024
TAAA-WNV3-0T3R,"Secured Transport and Protection, LLC","Secured Transport and Protection, LLC",Transporter,Cleveland,Pawnee,1/10/2024
GAAA-G64R-STIT,Shiqin Liu,Evergrande Oasis Oklahoma,Grower,Stroud,Creek,1/10/2024
GAAA-2ROD-QZWB,29401 DUSTIN LLC,29401 DUSTIN LLC,Grower,HENRYETTA,Okmulgee,1/10/2024
PAAA-P698-03SX,"Tom River Group, LLC",Tom River Group,Processor,Idabel,McCurtain,1/10/2024
DAAA-JBWI-N4SA,"Tom River Group, LLC",Tom River Group,Dispensary,Idabel,McCurtain,1/10/2024
PAAA-P4TF-1H1B,Fire Sky Gardens LLC,Fire Sky Gardens LLC,Processor,Prague,Lincoln,1/10/2024
PAAA-XS3Y-5035,"Ramiro Sanchez, LLC",Natural High,Processor,Sayre,Beckham,1/10/2024
PAAA-871J-V6OT,Hashfoxx LLC,Hashfoxx LLC,Processor,Wanette,Pottawatomie,1/10/2024
GAAA-1OC7-7GZ6,"110 Farms, LLC",110 Farms,Grower,Tulsa,Tulsa,1/10/2024
PAAA-XLNM-6SCU,"Wild Natives Farmacy, LLC.",Wild Natives Farmacy,Processor,Sapulpa,Creek,1/10/2024
GAAA-JJVV-L4NT,CASH CROP FARMS HOUSE INC,CASH CROP FARMS HOUSE,Grower,OKEMAH,Okfuskee,1/10/2024
GAAA-M1ZN-85EA,"Ramiro Sanchez, LLC",Natural High,Grower,Sayre,Beckham,1/10/2024
GAAA-68B7-OIZ4,"Ramiro Sanchez, LLC",Natural High,Grower,Sayre,Beckham,1/10/2024
DAAA-ZGAG-GJ1B,"Ramiro Sanchez, LLC",Natural High,Dispensary,Sayre,Beckham,1/10/2024
DAAA-QT37-EWPB,Big Country Investment Group Corporation,Big Country Investment Group Corporation,Dispensary,Broken Bow,McCurtain,1/11/2024
PAAA-D8UJ-BSZG,Leaf Center LLC,Leaf Center LLC,Processor,Oklahoma City,Oklahoma,1/11/2024
DAAA-WEOY-7Z3C,The Main Strain LLC,The Main Strain LLC,Dispensary,CHICKASHA,Grady,1/11/2024
GAAA-YK08-TNF6,TANEYBOYZ LLC,TANEYBOYZ LLC,Grower,Mounds,Okmulgee,1/11/2024
GAAA-HLZC-C5N6,BREAD AND BUTTER GENETICS DISPENSARY LLC,BREAD AND BUTTER GENETICS DISPENSARY LLC,Grower,Oklahoma City,Oklahoma,1/11/2024
DAAA-4S71-4ZCC,Our Time Dispensary LLC,Our Time Dispensary LLC,Dispensary,Muskogee,Muskogee,1/11/2024
GAAA-CVNA-38VU,"JNDS, LLC","JNDS, LLC",Grower,Edmond,Oklahoma,1/11/2024
GAAA-MB5E-IH1Q,Peaceful Brook Farms,Peaceful Brook Farms,Grower,Blanchard,McClain,1/11/2024
GAAA-RS4A-9IT4,CAHOOTS CANNABIS LLC,CAHOOTS CANNABIS LLC,Grower,BROKEN BOW,McCurtain,11/10/2023
DAAA-7QYY-ISZ9,WEED NATION LLC,WEED NATION,Dispensary,Oklahoma city,Oklahoma,1/11/2024
GAAA-9K97-USTG,"Alnoor Farms, LLC","Alnoor Farms, LLC",Grower,Bridgeport,Blaine,1/11/2024
GAAA-KL9W-18K2,"Craft House Organics, LLC","Craft House Organics, LLC",Grower,Edmond,Logan,1/11/2024
DAAA-MF4D-86E8,"Stash Shack, LLC","Stash Shack, LLC",Dispensary,Lindsay,Garvin,1/11/2024
DAAA-SU4N-JSCC,"Doublehead Ventures, LLC",The Big Lick,Dispensary,Vinita,Craig,1/11/2024
DAAA-XHXS-35Y3,Hollywood's House of Fire Incorporated,Hollywood's House of Fire Incorporated,Dispensary,Ardmore,Carter,1/11/2024
GAAA-FMHF-I61Q,Eagle JG Farms LLC,Eagle JG Farms LLC,Grower,Wilson,Carter,1/11/2024
GAAA-N7IR-SEMD,GRN CREEPER LLC,GRN CREEPER LLC,Grower,Coyle,Logan,1/11/2024
DAAA-VH4N-E316,LT Joint Venture MWC LLC,LT Joint Venture MWC LLC,Dispensary,Midwest City,Oklahoma,1/11/2024
DAAA-G013-30GV,"Ogre Village, LLC","Ogre Village, LLC",Dispensary,South Coffeyville,Nowata,1/11/2024
TAAA-E68Q-GHM7,Mother Nature Botanicals Inc.,Mother Nature Botanicals Inc.,Transporter,Wilson,Carter,1/11/2024
PAAA-BMJO-47ZH,TNY LLC,TNY LLC,Processor,tulsa,Tulsa,1/11/2024
DAAA-6A6S-J7AK,Royce Industries LLc,Casa De Fuego,Dispensary,Muldrow,Sequoyah,1/11/2024
PAAA-PAAS-WJP5,RR2GP ENTERPRISE LLC,F.O.G Extracts,Processor,MACOMB,Pottawatomie,1/11/2024
DAAA-EXT3-1ZD7,"Huey Blendz, LLC","Huey Blendz, LLC",Dispensary,OKLAHOMA CITY,Oklahoma,1/11/2024
PAAA-7YAQ-PKUC,Angel Tears LLC,Angel Tears LLC,Processor,Edmond,Logan,1/11/2024
GAAA-E419-0PDP,RR2GP ENTERPRISE LLC,F.O.G Farms,Grower,Macomb,Pottawatomie,1/11/2024
GAAA-ZY0P-NPDP,Herb Ops LLC,Herb Ops LLC,Grower,Hulbert,Cherokee,1/11/2024
PAAA-8SCC-3CAP,GC PROCESSING LLC,VIBE Concentrates,Processor,Chelsea,Rogers,1/11/2024
PAAA-MMA3-62C2,Misty Canelo,High Hopes Processing,Processor,eufaula,Pittsburg,1/11/2024
GAAA-8VRR-2ICG,Empire Craft Cannabis LLC,Empire Craft Cannabis LLC,Grower,Pocasset,Grady,1/11/2024
